code,name,justification,evidences,cost_level,efficiency_level,cause_problem_codes,reference_urls,department_ids,product_ids
INI0012,Programas de desarrollo socioemocional,"Estos programas se aplican generalmente en el contexto escolar y pretenden que los niños y adolescentes amplíen su comprensión y gestión de las emociones, desarrollen relaciones positivas y tomen decisiones responsables a través de cinco habilidades esenciales: autoconciencia, autorregulación, sociabilidad, competencia relacional y toma de decisiones responsable.","Ha generado mejoras en las habilidades sociales y emocionales, así como en las actitudes y comportamientos prosociales y en el rendimiento escolar; ha reducido la implicación en trayectorias delictivas.",,effective,"DC0009-PE0002,DC0010-PE0002,DC0010-PE0012,DC0009-PE0012","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/promocao-do-desenvolvimento-socioemocional,https://mibrujula.cl/programas/yo-puedo-resolver-problemas/,https://mibrujula.cl/programas/programa-de-aprendizaje-socioemocional/,https://nationalgangcenter.ojp.gov/spt/Programs/104#07byc,https://institutoayrtonsenna.org.br/o-que-fazemos/componentes-educacionais/my-life-educacao-sociemocional/,https://www.mylifesocioemocional.com.br/?_ga=2.213923479.1630926671.1693326862-71962914.1693326862,https://institutoayrtonsenna.org.br/o-que-fazemos/componentes-educacionais/dialogos-socioemocionais/","5,6,26","12,69,43"
INI0013,Intervención cognitivo-conductual con niños y adolescentes,"Las intervenciones cognitivo-conductuales con niños y adolescentes consisten esencialmente en un enfoque centrado en el problema que busca ayudar a estos individuos a identificar y cambiar sus creencias, pensamientos y patrones de conducta disfuncionales (es decir, aquellos que contribuyen a la incidencia de conductas problemáticas, de riesgo o incluso antisociales/delincuentes). En general, incluyen actividades dirigidas a promover el desarrollo del pensamiento, el lenguaje y las habilidades de resolución de problemas, y pueden utilizarse tanto en el contexto de la prevención secundaria (centrada en los jóvenes identificados como de mayor riesgo de cometer actividades delictivas) como de la prevención terciaria (centrada en prevenir la reincidencia en aquellos que ya han cometido infracciones, delitos o muestran patrones de comportamiento violento).","Ha sido eficaz para reducir el comportamiento agresivo y reforzar los factores de protección pertinentes. También ha logrado reducir la reincidencia entre los jóvenes en general, aunque las evidencias específicas para los jóvenes en acogimiento residencial son dispares.",,effective,"DC0009-PE0002,DC0025-PE0006,DC0009-PE0012","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/intervencao-cognitivo-comportamental-com-criancas-e-adolescentes,https://bluesprogram.org,https://mibrujula.cl/programas/apoyo-psicopedagogico-a-ninos-en-colegios/,https://institutoayrtonsenna.org.br/o-que-fazemos/componentes-educacionais/letramento-em-programacao/","5,6,26","15,69,43"
INI0014,Psicoeducación,"Se refiere a un tipo de intervención psicológica centrada en las personas que reciben servicios de salud mental. Estas intervenciones se aplican de forma sistemática y estructurada, con vistas a aumentar el conocimiento del paciente y de sus allegados sobre su estado de salud mental, el proceso de tratamiento y la información necesaria para corregir las interpretaciones erróneas y la desinformación sobre el diagnóstico y/o el pronóstico asociados al trastorno. El objetivo es aumentar la implicación de los pacientes en su propio tratamiento, fomentar el apoyo y la implicación de los familiares y amigos cercanos, y reducir la vergüenza, la ansiedad y la estigmatización.","Ha generado efectos positivos para la prevención de trastornos mentales, problemas de conducta o externalización y violencia interpersonal entre adolescentes y adultos jóvenes.",,promising,"DC0009-PE0002,DC0026-PE0008,DC0014-PE0010,DC0026-PE0010,DC0009-PE0012,DC0026-PE0012",https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/psicoeducacao,"4,5,6,26","14,69,43"
INI0015,Formación parental y refuerzo de los lazos familiares,"Reúnen iniciativas dirigidas a desarrollar las competencias parentales de madres, padres, familiares u otros cuidadores de niños, con el objetivo de desarrollar condiciones con las familias y los padres para promover las competencias físicas, mentales y sociales de sus hijos, así como para prevenir el maltrato físico o el abandono de los niños. Las acciones contempladas se centran generalmente en el desarrollo de competencias para transmitir afecto, establecer límites y técnicas para promover la disciplina de forma instructiva, no agresiva ni abusiva. Estos programas pueden aplicarse a familias en situación de riesgo, pero también pueden aplicarse de forma universal y en diferentes momentos de la vida de los niños (desde el embarazo o con niños en la primera infancia). La formación de los padres puede tener lugar en escuelas, centros comunitarios, centros de salud o en sus propios hogares (programas de visitas familiares), así como en entrevistas individuales o sesiones de trabajo en grupo.",Ha sido eficaz para reducir el comportamiento antisocial y la delincuencia entre los jóvenes. Puede reducir la violencia de pareja si incluye debates sobre la transformación de las normas y relaciones de género y cuando se estructura como intervenciones a largo plazo.,,effective,"DC0013-PE0002,DC0014-PE0002,DC0025-PE0006,DC0026-PE0006,DC0026-PE0008,DC0013-PE0009,DC0026-PE0010,DC0014-PE0012,DC0026-PE0012,DC0014-PE0011","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/programas-de-parentalidade-para-prevenir-violencia-intrafamiliar,https://www.unodc.org/documents/prevention/family-compilation.pdf,https://www.triplep.net/glo-en/the-triple-p-system-at-work/the-system-explained/,https://mibrujula.cl/programas/familias-unidas/,http://www.parentchildplus.org/,https://mibrujula.cl/programas/pmto-parentalidad-que-motiva-con-ternura-y-optimismo/,https://promundo.org.br/programas/programa-p/,https://promundo.org.br/programas/crianca-sujeito-de-direitos/","5,6,26","48,69,43"
INI0016,Programas de cuidado familiar alternativo,"Los programas de acogimiento familiar se refieren a iniciativas basadas en la captación y formación de familias (""Família Acolhedora"") interesadas en apoyar y acoger a niños y adolescentes en situaciones extremas de vulnerabilidad (víctimas de violencia, abuso o negligencia y/o que presentan graves problemas de comportamiento que ponen en riesgo su seguridad y bienestar). Estas familias, previamente registradas, seleccionadas y formadas, acogen temporalmente a niños o adolescentes y les ofrecen un entorno familiar estructurado, protector y acogedor, capaz de apoyar sus necesidades y su proceso de desarrollo.",Hay evidencias de un impacto positivo en la reducción de la implicación de los niños y adolescentes asistidos por el programa en la delincuencia y las actividades delictivas.,,promising,"DC0014-PE0002,DC0025-PE0006,DC0026-PE0006,DC0026-PE0008,DC0035-PE0009,DC0014-PE0010,DC0026-PE0010,DC0033-PE0010,DC0014-PE0012,DC0026-PE0012,DC0014-PE0011","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/programas-de-acolhimento-familiar,https://familiaacolhedora.org.br/formacao/guia-de-acolhimento-familiar/","1,5,6,26","50,31,69,25"
INI0017,Programas comunitarios de prevención de conductas de riesgo y violencia juvenil,"Se trata de programas que pretenden aumentar la cohesión social de cada comunidad en la que se implementa este tipo de intervención, mediante el fortalecimiento de los lazos informales, las normas comunitarias y las organizaciones sociales. La idea detrás de estos programas es que estos vínculos actúen como factores de protección al establecer mecanismos informales de control, favoreciendo la reducción de comportamientos violentos y/o delictivos. Para ello, se llevan a cabo acciones de movilización y formación de líderes y coaliciones comunitarias. Actualmente, varios programas utilizan componentes comunitarios junto con otros tipos de programas, incluyendo, por ejemplo, programas de policía comunitaria o de policía de barrio. En la práctica, estos programas acaban integrando, de forma más o menos focalizada, los ámbitos de la prevención social, la prevención urbana, la policía, la justicia penal y los servicios de resocialización. Más recientemente, además de un enfoque más global, menos focalizado y/o basado en la evidencia (cuyo principal ejemplo es el ""Chicago Area Project"" - CAP), han surgido programas más focalizados, que tratan esencialmente de crear una coalición o ""consejo comunitario de prevención"" formado por agentes públicos (de seguridad y asistencia social) y líderes comunitarios, con vistas a identificar y reducir los factores de riesgo y promover los factores de protección pertinentes, centrándose en la prevención de comportamientos problemáticos, como la agresividad o el consumo de drogas, y trabajando principalmente con adolescentes. En este caso, el principal ejemplo es el programa ""Communities that Care"" implementado en EE.UU., que se diferencia del enfoque tradicional representado por el CAP en que busca actuar sobre los factores de riesgo de forma más precisa y con metodologías más estructuradas y basadas en evidencias. En general, la implementación de estos programas incluye eventos de formación y el desarrollo de guías/formularios para capacitar a líderes y organizaciones comunitarias. Otro ejemplo relevante es el programa brasileño ""Fica Vivo"", centrado en la prevención secundaria y terciaria, dirigido a jóvenes involucrados en bandas o grupos violentos y residentes en territorios que comparten características de vulnerabilidad (por ejemplo, la presencia de tráfico de drogas y violencia asociada). En este caso, se combinan elementos de disuasión selectiva con la aplicación de políticas y servicios sociales para reducir los factores de riesgo y vulnerabilidad y establecer una red de seguridad para los adolescentes mediante la movilización de líderes y redes comunitarias.","El programa ""Communities that Care"" ha permitido reducir los comportamientos violentos y delictivos, así como el consumo de alcohol y drogas entre los adolescentes.",,promising,"DC0003-PE0001,DC0009-PE0002,DC0003-PE0004,DC0009-PE0012,DC0037-PE0012,DC0037-PE0011","https://plataformadeevidencias.iadb.org/pt-br/casos-avaliados/comunidades-que-se-cuidam,https://www.communitiesthatcare.net,https://www.chicagoareaproject.org/,http://www.seguranca.mg.gov.br/2013-07-09-19-17-59/2020-05-12-22-29-51/programas-e-acoes,https://www.crisp.ufmg.br/documentos/fica_vivo.pdf,https://dspace.mj.gov.br/bitstream/1/3494/1/61politicas-publicas-de-prevencao-e-reducao-de-homicidios.pdf,http://www.seguranca.mg.gov.br/images/seds_docs/Prevencao/Portflio%20-%20Preveno%20Social%20%20Criminalidade%202017.pdf,https://pod.rs.gov.br/inicial","1,5,6,26","8,9,67,24,27,44"
INI0018,Activismo comunitario para cambiar las normas sociales y de género,"Se trata de programas universales, aplicados en el entorno comunitario, que pretenden transformar actitudes, comportamientos y normas sociales y de género que inciden en las relaciones desiguales de poder entre hombres y mujeres. Estos programas se basan en el compromiso intensivo y continuo de líderes comunitarios, líderes religiosos, autoridades locales (y otros actores relevantes a nivel comunitario) y se desarrollan a través de actividades estructuradas que buscan involucrar a hombres y mujeres en diálogos, charlas y actividades que pongan bajo escrutinio las perspectivas tradicionales de género, así como las actitudes y comportamientos abusivos y/o permisivos hacia la violencia contra las mujeres.","Puede reducir la violencia contra las mujeres y las niñas si implica intervenciones intensivas de movilización comunitaria, durante un largo periodo (varios años), rigurosamente diseñadas y aplicadas.",,promising,"DC0032-PE0006,DC0032-PE0008,DC0032-PE0007","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/programas-de-acolhimento-familiar,https://familiaacolhedora.org.br/formacao/guia-de-acolhimento-familiar/",6,"61,67,24"
INI0019,Visita policial para prevenir la violencia familiar,"Se trata de visitas periódicas de equipos multisectoriales (guardias y/o policías municipales, asistentes sociales, profesionales de la salud y defensores públicos) a los domicilios de mujeres en situación de violencia doméstica y familiar, con el fin de verificar el cumplimiento de las medidas de protección de emergencia previstas en el artículo 22 de la Ley Maria da Penha (Ley Federal nº 11.340/2006) y/o prevenir sucesos/denuncias de violencia doméstica, con el objetivo de disuadir actos de violencia o amenazas contra las mujeres y reducir la (re)victimización.","En general, puede tener un efecto positivo en la reducción de la violencia familiar cuando se realiza en un plazo de 72 horas, pero puede aumentar la violencia cuando se realiza después de 72 horas.",,mixed_evidence,"DC0013-PE0002,DC0020-PE0003,DC0026-PE0006,DC0033-PE0006,DC0026-PE0008,DC0033-PE0008,DC0013-PE0009,DC0026-PE0010,DC0026-PE0012","https://plataformadeevidencias.iadb.org/index.php/pt-br/tipos-solucoes/visita-policial-por-violencia-familiar,https://dspace.mj.gov.br/bitstream/1/3617/1/03compendio-de-boas-praticas-na-gestao-de-sp-no-brasil-luis-flavio-sapori.pdf,https://casoteca.forumseguranca.org.br/wp-content/uploads/2017/07/RS-PATRULHA-MARIA-DA-PENHA.pdf,https://cebcp.org/evidence-based-policing/what-works-in-policing/research-evidence-review/second-responder-programs/","1,4,6,26","58,69,75"
INI0020,Intervenciones con parejas para reducir la violencia de género,"Se trata de intervenciones que emplean estrategias de transformación de género aplicadas mediante sesiones de grupo (de carácter participativo y moderadas por facilitadores formados), o terapia individualizada aplicada directamente a las parejas.  Las sesiones de grupo pueden celebrarse con hombres y mujeres, o para grupos del mismo sexo. En todos los casos, se movilizan métodos que fomentan la reflexión crítica sobre las actitudes y relaciones de género, el desarrollo de habilidades de comunicación y resolución de conflictos, con el objetivo de dilucidar y mediar en la resolución de las principales fuentes de conflicto, así como la mitigación de los factores de riesgo de violencia (que pueden incluir, por ejemplo, acciones dirigidas a reducir el consumo de alcohol y/o sustancias).","Ha reducido la violencia en la pareja. Si se diseñan y aplican bien, pueden ser eficaces para transformar las relaciones de género entre las parejas.",,promising,"DC0013-PE0002,DC0017-PE0003,DC0020-PE0003,DC0030-PE0006,DC0031-PE0006,DC0013-PE0009","https://plataformadeevidencias.iadb.org/index.php/pt-br/tipos-solucoes/intervencoes-com-casais-para-reducao-da-violencia,https://www.whatworks.co.za/global-programme-projects/equal-access-nepal#:~:text=Change%20Starts%20at%20Home%20uses,girls'%20low%20status%20in%20Nepal,https://www.whatworks.co.za/project-evidence/indashyikirwa-rwanda,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2020/RESPECT-implementation-guide-Programme-summary-Indashyikirwa-en.pdf","1,4,6","26,69"
INI0021,Programas con agresores para reducir la violencia de pareja,"Reúne acciones destinadas a reducir la reincidencia de los agresores domésticos en nuevos casos de violencia. Uno de los modelos más conocidos y aplicados internacionalmente es el denominado ""Modelo Duluth"", que tiene su origen en el Proyecto de Intervención contra el Maltrato Doméstico aplicado en la ciudad del mismo nombre (en EEUU). Este modelo de intervención propugna un enfoque psicopedagógico, con ejercicios de grupo dirigidos a modificar el comportamiento abusivo y amenazador de los hombres que se ven implicados en casos de violencia doméstica. Para ello, se desarrollan estrategias educativas dirigidas a los agresores, con el objetivo de aumentar su nivel de concienciación para reducir la reincidencia. Junto a este esfuerzo, el modelo de Duluth también aboga por el establecimiento de políticas y procedimientos compartidos entre los organismos policiales, los primeros intervinientes y los sistemas judiciales, con el objetivo de responsabilizar a los agresores y mantener a salvo a las mujeres víctimas. Una alternativa al modelo de Duluth, que también puede utilizarse en paralelo, es la aplicación de la terapia cognitivo-conductual a los delincuentes sexuales. En este caso, el trabajo se basa en un modelo que se centra en identificar y modificar los procesos de pensamiento y las creencias que contribuyen a la violencia, así como en promover transformaciones en el comportamiento violento de los delincuentes.","La evidencia es mixta y varía según la modalidad (modelo de Duluth frente a terapia cognitivo-conductual), la forma de medición (informes de las parejas frente a registros oficiales) y la duración de la intervención (corta -hasta cuatro meses y 16 sesiones- frente a larga -más de cuatro meses y 16 sesiones-).",,mixed_evidence,"DC0013-PE0002,DC0017-PE0003,DC0020-PE0003,DC0026-PE0006,DC0030-PE0006,DC0031-PE0006,DC0026-PE0008,DC0032-PE0008,DC0013-PE0009,DC0026-PE0010,DC0026-PE0012","https://plataformadeevidencias.iadb.org/index.php/pt-br/tipos-solucoes/programas-com-agressores-para-reducao-da-violencia-entre-parceiros-intimos,https://www.theduluthmodel.org/what-is-the-duluth-model/,https://crimesolutions.ojp.gov/ratedprograms/592#pd,https://nnscommunities.org/strategies/intimate-partner-violence-intervention/","4,6","51,67"
INI0022,Programas de prevención de la violencia de género dirigidos a los hombres y centrados en las masculinidades positivas.,"Se refiere a un tipo de intervención socioeducativa y comunitaria destinada a prevenir la violencia de género (con especial atención a la violencia doméstica) y dirigida específicamente a la población masculina. Estas intervenciones suelen materializarse a través de una serie de talleres y sesiones de grupo, guiadas y moderadas por facilitadores, utilizando un enfoque participativo, así como campañas de sensibilización específicas. En todos los casos, se abordan temas relacionados con la masculinidad y sus intersecciones con el tema de la prevención de la violencia de género (tanto en la juventud como en la edad adulta), involucrando cuestiones como los roles sociales de género, la violencia entre iguales y la paternidad, entre otras. El objetivo principal es reforzar los aspectos de las masculinidades positivas, con vistas a facilitar cambios en las normas sociales y replantear los conceptos de masculinidad.","Las intervenciones más breves, de una o dos sesiones, no han demostrado ningún impacto. Hay algunas evidencias de que enfoques de intervención más intensivos pueden generar impactos positivos. Sin embargo, el número de intervenciones rigurosamente probadas sigue siendo bajo, y aunque hay evidencias de que algunas de estas intervenciones son prometedoras para reducir la perpetración por parte de los hombres, no muestran reducciones significativas en la experimentación de la violencia de pareja por parte de las mujeres.",,mixed_evidence,"DC0032-PE0006,DC0032-PE0008,DC0032-PE0007","https://www.coachescorner.org,https://www.jahonline.org/article/S1054-139X(12)00052-3/fulltext,https://www.whatworks.co.za/documents/publications/374-evidence-reviewfweb/file,https://www.equimundo.org/programs/program-h/,https://promundo.org.br/recursos/manual-h-trabalhando-com-homens-jovens/","1,6","51,67,24"
INI0023,Empoderamiento económico combinado con intervenciones de empoderamiento social,"Se refiere a un tipo de programa integrado que busca combinar intervenciones de empoderamiento económico (como microcréditos, ahorro comunitario o programas de transferencia condicionada de ingresos mínimos, por ejemplo) con intervenciones de empoderamiento social (como apoyo escolar, formación profesional, promoción de la salud y desarrollo de habilidades personales, entre otras). El objetivo principal es promover el empoderamiento de las mujeres en situación de riesgo y/o vulnerabilidad, dotándolas de mayor poder de negociación y potencial para romper vínculos y poner fin a las relaciones abusivas, al tiempo que se busca reforzar los factores de protección (desarrollo de habilidades sociales, confianza en sí mismas y concienciación y sensibilización sobre la violencia de género).","Se ha demostrado su eficacia para prevenir la violencia de pareja. Para las mujeres mayores de 30 años, los programas más cortos que combinan componentes económicos con intervenciones de empoderamiento social han demostrado ser más eficaces, mientras que para las adolescentes se necesitan programas más largos y completos.",,promising,"DC0026-PE0006,DC0027-PE0006,DC0026-PE0008,DC0026-PE0010,DC0026-PE0012","https://plataformadeevidencias.iadb.org/index.php/pt-br/tipos-solucoes/empoderamento-economico-combinado-intervencoes-de-empoderamento-social,https://prevention-collaborative.org/programme-examples/stepping-stones-and-creating-futures/,https://www.image-sa.co.za/,https://gap.hks.harvard.edu/effect-structural-intervention-prevention-intimate-partner-violence-and-hiv-rural-south-africa,https://publications.iadb.org/en/sumaq-warmi-reducing-violence-against-women-microfinance,https://mibrujula.cl/programas/soymas/,https://gap.hks.harvard.edu/girl-empower-gender-transformative-mentoring-and-cash-transfer-intervention-promote-adolescent,https://promundo.org.br/programas/bolsa-familia-e-genero/)",6,"4,24,67"
INI0024,Transferencias económicas y complementación de ingresos,"Estos programas incluyen de transferencias económicas, ya sea en especie o a través de vales. Estas iniciativas pueden estar asociadas a programas más amplios de protección social de carácter permanente (como el Programa Bolsa Familia de Brasil, el Programa Oportunidades de México o el Programa Familias en Acción de Colombia) o, alternativamente, limitarse a momentos de crisis (como la puesta en marcha de ayudas de emergencia durante la pandemia del COVID-19, por ejemplo). En el primer caso destacan los programas que incluyen las llamadas ""condicionalidades"", como la escolarización de hijos e hijas y la participación en programas de salud (asistencia a citas médicas, cumplimiento de campañas de vacunación, entre otros). Las transferencias económicas se han implementado cada vez más como parte de estrategias dirigidas a reducir la violencia de pareja o a promover los derechos de niños, niñas y adolescentes. En estos casos, los programas buscan aliviar la tensión familiar y reducir el riesgo asociado a contextos marcados por la pobreza y la inseguridad alimentaria, así como, en el caso específico de la violencia de género, aumentar el poder de negociación de las mujeres y fomentar un mayor grado de autonomía y, en consecuencia, una mayor capacidad para romper con las relaciones abusivas.","Han reducido la violencia de pareja, especialmente cuando se combinan con actividades sociales para empoderar a las mujeres. Además, otros estudios también han atestiguado el potencial de estas iniciativas para reducir la exposición de las personas a experiencias adversas durante la infancia, que se asocian a factores de riesgo y predictores clave de morbilidad y mortalidad durante la edad adulta.",,promising,"DC0013-PE0002,DC0018-PE0003,DC0027-PE0006,DC0018-PE0006,DC0013-PE0009","https://plataformadeevidencias.iadb.org/index.php/pt-br/tipos-solucoes/transferencias-economicas,https://www.mds.gov.br/webarquivos/publicacao/bolsa_familia/Cartilhas/catalogo_RosaniCunha.pdf,https://www.gov.br/mds/pt-br/acoes-e-programas/bolsa-familia,http://www.oportunidades.gob.mx/",6,"60,67"
INI0025,Sistemas integrados de datos y evaluación del riesgo de revictimización de mujeres,"Se refiere a una iniciativa que busca estructurar e implementar un sistema integrado para evaluar y atender el riesgo de revictimización de las mujeres en casos de violencia doméstica y/o de pareja. A partir de la experiencia española en el seguimiento integral de los casos de violencia contra las mujeres (VioGen), estas iniciativas se han asociado cada vez más a soluciones tecnológicas que permiten crear una red y una base de datos integrada entre los organismos gubernamentales (salud, seguridad y asistencia social) y el sistema de justicia, con el objetivo de monitorear y predecir el riesgo de reincidencia de la violencia contra las mujeres, mediante el uso de formularios de riesgo y la integración de información sobre un conjunto de factores con alto poder predictivo para este tipo de violencia. En estos casos, la articulación y puesta en común de esta información se combina con la aplicación de un algoritmo que calcula el riesgo específico de cada uno. En un sistema articulado, estas clasificaciones se asocian a la activación de alertas y a la puesta en marcha, por parte de los organismos correspondientes, de acciones preventivas y de protección específicas para cada perfil y nivel de riesgo (orden de alejamiento, seguimiento electrónico de los agresores domésticos, acogida institucional de las víctimas, inclusión en servicios de visitas policiales, entre otras).",Ha mostrado una capacidad predictiva moderada de la incidencia de la violencia de pareja contra las mujeres.,,promising,"DC0021-PE0003,DC0026-PE0006,DC0021-PE0006,DC0026-PE0008,DC0033-PE0007,DC0026-PE0010,DC0026-PE0012","https://plataformadeevidencias.iadb.org/index.php/pt-br/tipos-solucoes/avaliacao-de-risco-no-atendimento-mulheres,https://eucpn.org/sites/default/files/document/files/Buena%20practica%20VIOGEN_0.pdf,https://www.oag.ok.gov/sites/g/files/gmc766/f/template_lap_form_for_first_responders_lap_taskforce_2018.pdf","1,4,6","3,67,23"
INI0026,Atención integral para prevenir la revictimización,"En muchos tipos de delitos, un pequeño número de personas, hogares o establecimientos comerciales son víctimas recurrentes de la delincuencia. Por lo que respecta específicamente a las personas victimizadas, también se sabe que a menudo acaban sufriendo diversas consecuencias psicológicas que repercuten en su bienestar y calidad de vida. Para hacer frente a esta realidad, estos programas están diseñados para reforzar ciertos factores de protección y mitigar los factores de riesgo con el fin de reducir la vulnerabilidad a la revictimización. Cuando se trata de atender a personas previamente victimizadas, las acciones integrales se dirigen a mitigar y abordar las consecuencias físicas y psicológicas que afectan a las víctimas de delitos y a sus familias. Para ello, pueden implicar la prestación de servicios de apoyo psicológico y emocional, servicios de salud (detección y tratamiento de lesiones), y servicios de apoyo y asesoría jurídica, entre otros. En lo que respecta a los hogares y establecimientos comerciales, es relevante el papel que desempeñan las prácticas relacionadas con la prevención de la delincuencia basada en el lugar, incluyendo CPTED y el uso de equipos de seguridad privada, entre otras prácticas.","Las evidencias demuestran que una gran proporción de victimizaciones afecta a una parte relativamente pequeña de la población. Además, una pequeña proporción de los afectados son victimizados más de una vez. Estos elementos refuerzan el potencial de los programas específicos destinados a reducir el riesgo de revictimización, incluso desde el punto de vista de la eficacia económica. En efecto, concentrar los esfuerzos de prevención en esta subpoblación tiende, en igualdad de condiciones, a presentar una relación coste-beneficio más favorable.",,promising,"DC0036-PE0012,DC0036-PE0011",https://popcenter.asu.edu/content/analyzing-repeat-victimization,"1,4,6","5,67"
INI0027,Asistencia a las mujeres víctimas de violencia,"Se trata de programas multicomponentes que pueden incluir la prestación de servicios de apoyo y la prevención de la revictimización de distintos tipos. Además de los enfoques terapéuticos y los servicios sanitarios destinados a mitigar las consecuencias físicas y psicológicas de los actos de violencia sufridos, también pueden incluir la prestación de servicios de bienestar, ya sea asesoramiento financiero y laboral o ayuda temporal para la vivienda, con el objetivo de fomentar la autonomía socioeconómica y el empoderamiento de las mujeres. También puede implicar un enfoque activista o de sensibilización para promover el acceso a los servicios de apoyo, así como una mejor comprensión del machismo, las diferentes formas de violencia de género y la legislación de protección existente. Por último, puede implicar servicios del sistema de seguridad y justicia, tanto en términos de prestación de apoyo jurídico como de activación de disposiciones relacionadas con medidas de protección de emergencia en caso de violencia doméstica (órdenes de alejamiento, inclusión en programas de visitas policiales, etc.).","La eficacia varía en función de la modalidad, así como del tipo de problema que se aborde. Los programas más largos e intensivos suelen ser eficaces para reducir la violencia contra las mujeres.",,mixed_evidence,"DC0020-PE0003,DC0021-PE0003,DC0027-PE0006,DC0021-PE0006,DC0033-PE0006,DC0033-PE0008,DC0033-PE0007","https://plataformadeevidencias.iadb.org/index.php/pt-br/tipos-solucoes/assistencia-mulheres-vitimas-de-violencia,https://evaw-global-database.unwomen.org/-/media/files/un%20women/vaw/full%20text/americas/guia_atencion_en_cems1.pdf?vs=2459","1,4,6","3,1,67"
INI0028,Asistencia a niños y adolescentes víctimas de violencia sexual,"Se trata de programas diseñados para reducir la revictimización y aliviar las consecuencias psicológicas de la victimización entre niños y adolescentes en casos de violencia sexual (como el trastorno de estrés postraumático, la depresión y la ansiedad, entre otros). Están orientadas a proporcionar asistencia directa a las víctimas mediante el desarrollo de diferentes enfoques terapéuticos/psicoterapéuticos, que pueden incluir la terapia cognitivo-conductual y la terapia de ensayo en imaginación, entre otras. También puede implicar la prestación de servicios sanitarios como la detección y el tratamiento de enfermedades de transmisión sexual, evidencias de embarazo y anticoncepción de emergencia, la detección y el tratamiento de lesiones y la recogida de evidencias médicas forenses, así como asistencia jurídica.","Ha logrado reducir los síntomas del estrés postraumático y ha generado efectos positivos para problemas emocionales como la depresión y la ansiedad. Sin embargo, las evidencias son mixtas en el caso de los llamados problemas ""externalizantes"", como la agresividad y el comportamiento sexual problemático.",,mixed_evidence,"DC0025-PE0006,DC0014-PE0010,DC0033-PE0010,DC0036-PE0012,DC0036-PE0011","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/assistencia-criancas-e-adolescentes-vitimas-de-violencia-sexual,https://cachc.org/cachc-model/,https://promundo.org.br/programas/jovens-pelo-fim-da-violencia/","1,4,6","2,1,67"
INI0029,Detección y asistencia psicoterapéutica a las víctimas de violencia sexual,"Se trata de programas destinados a garantizar un tratamiento adecuado, prevenir la revictimización y aliviar las consecuencias psicológicas de la victimización de las mujeres en casos de violencia sexual (como el trastorno de estrés postraumático, la depresión y la ansiedad, entre otros). La base del programa es que las mujeres que llegan a los centros de salud con sospechas de violencia doméstica o sexual son examinadas, normalmente por enfermeras especialmente formadas, y luego se realizan exámenes forenses para establecer si ha habido o no un caso de violencia. Estos exámenes buscan identificar evidencias forenses de violación o abuso sexual. Cuando se identifican los casos, se activa una red integrada de servicios públicos, que van desde la participación de profesionales de la policía y los organismos judiciales para la asistencia jurídica continua, hasta la prestación de asistencia directa a las víctimas mediante la prestación de servicios psicológicos, asesoramiento y apoyo emocional, y servicios sanitarios como la detección y el tratamiento de enfermedades de transmisión sexual, evidencias de embarazo y anticoncepción de urgencia, y la detección y el tratamiento de lesiones. Uno de los casos más conocidos es el Programa de Enfermeras Examinadoras de Agresiones Sexuales (SANE) - Multisite, implantado en Estados Unidos.","La aplicación de procesos de detección y exámenes forenses en los centros sanitarios para identificar a las víctimas de agresiones sexuales ha sido eficaz para aumentar la identificación de las víctimas de violencia doméstica y el acceso a tratamientos de urgencia en casos de violencia sexual (por ejemplo, enfermedades de transmisión sexual (ETS) y anticoncepción). Sin embargo, aún se necesitan más estudios para aclarar su impacto en la identificación y la rendición de cuentas (procesamiento o condena) en casos de violencia doméstica.",,promising,"DC0021-PE0003,DC0021-PE0006,DC0033-PE0008,DC0033-PE0007,DC0033-PE0010","https://plataformadeevidencias.iadb.org/index.php/pt-br/tipos-solucoes/exame-forense-feito-por-enfermeiras-em-vitimas-de-crimes-sexuais,https://www.ovcttac.gov/saneguide/introduction/","1,4,6","3,67,45"
